Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,time
4,3,7,2,8,7,8,4,1,0.9844046328923378,2000-01-03
6,1,2,9,8,1,7,7,1,0.9819605169994433,2000-01-06
8,0,0,10,8,9,8,5,8,0.9528146521088866,2000-02-15
7,8,8,7,10,6,3,4,0,0.5581044968964,2000-01-16
7,2,9,10,7,7,3,7,2,0.9628803728892018,2000-01-30
10,5,10,10,3,6,7,10,0,0.982022262610312,2000-02-07
6,6,6,7,10,3,8,6,6,0.07826440789992573,2000-01-17
7,10,7,8,6,9,7,1,5,0.11055322785111343,2000-01-10
6,1,5,3,2,1,5,8,10,0.30723072944028895,2000-01-10
9,8,1,0,10,1,1,10,3,0.44076957465750555,2000-01-28
7,8,6,6,3,1,1,4,1,0.11609646395414619,2000-02-18
8,4,6,9,7,5,2,0,7,0.5947500104085542,2000-02-07
3,10,7,8,6,10,3,3,4,0.2650956137943107,2000-02-19
4,8,5,9,10,9,3,1,8,0.735981595191525,2000-02-05
5,7,8,5,1,10,8,5,7,0.2588027760984086,2000-01-16
0,8,0,10,4,6,3,0,2,0.13853890278404957,2000-01-07
9,7,8,1,5,2,2,10,10,0.2672124330020653,2000-01-13
2,7,0,5,5,3,3,7,7,0.8267627735046985,2000-02-17
1,7,7,5,5,1,1,2,0,0.10808715966524296,2000-01-23
2,1,2,5,0,9,9,6,1,0.5976085445326278,2000-01-22
1,9,6,7,3,7,5,4,7,0.880074781397822,2000-01-29
1,1,1,5,9,3,8,1,4,0.9820714227147848,2000-01-09
6,1,3,8,6,10,0,8,3,0.15010461226425864,2000-02-11
10,5,5,9,10,5,5,7,2,0.6992323100294693,2000-01-28
5,5,1,10,10,0,9,7,2,0.7525210399542591,2000-02-10
9,3,7,7,10,7,7,8,5,0.19363315214259225,2000-02-10
7,1,9,4,3,8,0,8,3,0.23311836780996387,2000-02-02
9,10,5,6,2,0,8,10,3,0.9036775805098393,2000-02-05
5,1,5,1,4,7,8,5,5,0.5074171137123589,2000-01-03
8,8,10,8,0,2,7,0,3,0.38748790356552254,2000-02-19
9,2,9,4,4,8,3,10,9,0.6267204871796291,2000-01-25
10,4,2,6,10,1,1,9,10,0.6892559797465131,2000-01-04
10,9,8,6,2,3,2,4,0,0.258469412441903,2000-02-06
0,4,0,2,10,1,0,1,3,0.9548678917987194,2000-02-08
4,6,3,8,5,4,4,0,4,0.7573726859622338,2000-01-09
8,10,9,7,10,6,10,9,6,0.6359452315217989,2000-01-05
4,5,9,2,4,2,3,3,8,0.03311721596712658,2000-02-11
5,0,1,1,9,5,10,10,10,0.36942050620669464,2000-02-10
7,5,8,6,6,9,3,4,5,0.08054698589633869,2000-02-04
3,5,0,4,7,5,8,4,3,0.7657359654365404,2000-01-01
7,1,5,10,6,6,0,8,3,0.9191524755217033,2000-02-03
2,2,9,9,3,1,0,9,4,0.5970850289285669,2000-01-18
2,5,4,0,10,1,8,6,3,0.167502078179247,2000-01-17
5,7,8,6,4,6,2,9,8,0.11034380596459092,2000-02-10
2,9,5,7,6,8,8,2,6,0.9051504596487923,2000-02-11
5,4,6,9,9,6,7,3,8,0.5619457365957965,2000-02-11
7,7,10,8,7,8,8,5,0,0.7059261614644005,2000-02-03
8,0,5,1,1,10,5,2,8,0.8548329051913443,2000-01-05
1,7,3,9,5,4,8,10,1,0.46401913851482846,2000-01-28
3,5,5,3,2,5,1,4,4,0.9994448257414791,2000-01-04
3,9,4,2,4,1,9,9,5,0.544022922089336,2000-01-12
5,7,7,10,0,7,5,9,8,0.0453379467952012,2000-02-17
1,2,1,1,0,7,8,3,1,0.464192083771127,2000-02-09
3,0,3,4,4,5,7,1,3,0.12694696142927653,2000-02-13
10,1,1,10,9,3,7,9,3,0.5620521904101404,2000-01-01
5,9,5,7,8,8,4,7,5,0.53095358236313,2000-01-20
6,7,10,7,6,5,2,4,4,0.7420860380124892,2000-01-19
9,3,9,2,8,9,4,8,5,0.2944010301063309,2000-01-13
10,5,0,10,9,8,0,1,1,0.13340047556356893,2000-01-22
6,1,8,5,10,5,10,7,5,0.20886242921007658,2000-01-13
9,0,3,5,5,9,10,10,9,0.19724523949313266,2000-01-19
2,2,2,0,5,0,3,8,4,0.645396418144174,2000-01-14
5,3,1,0,4,7,3,6,2,0.8418685752524557,2000-01-11
2,6,0,9,5,9,7,6,1,0.16246032733830018,2000-02-20
3,7,6,8,5,7,5,0,1,0.0005662712470398956,2000-02-11
8,10,7,9,7,4,10,0,8,0.7201994708385363,2000-02-11
6,0,7,3,4,7,8,7,5,0.35901691946974956,2000-01-14
4,3,8,6,1,4,2,1,6,0.5275783611682774,2000-01-09
4,10,6,5,4,1,6,3,5,0.37646532893945206,2000-01-19
10,4,0,4,5,1,8,4,3,0.47765539683027813,2000-01-03
9,7,1,9,4,10,10,2,4,0.1993943597149691,2000-02-14
4,9,5,6,7,9,9,8,6,0.6617202081089337,2000-01-08
1,10,2,10,3,2,3,4,5,0.7425403574407431,2000-02-10
5,7,1,9,8,6,2,5,8,0.010276302954185912,2000-01-04
1,7,5,6,10,8,1,8,7,0.06434256635632074,2000-02-15
9,5,3,4,10,10,0,10,6,0.9803351010265373,2000-02-14
5,1,0,3,9,2,6,1,0,0.9798351185007625,2000-01-03
7,5,6,5,5,10,0,0,0,0.9960029689247076,2000-01-27
2,5,2,2,4,5,10,3,2,0.7781696743976638,2000-01-25
5,7,4,7,2,2,3,6,3,0.4346192291630725,2000-01-16
6,4,6,1,10,4,4,10,0,0.9206765904346229,2000-01-01
4,4,2,0,9,10,1,5,4,0.7060021008039906,2000-01-07
6,2,4,10,3,2,1,2,10,0.38169164860421223,2000-01-20
2,10,5,10,0,2,3,7,1,0.19532692337642565,2000-02-19
3,8,0,5,0,2,10,3,4,0.8762304995509865,2000-01-28
3,6,6,10,1,5,8,1,2,0.8172041779892065,2000-01-10
5,6,10,5,4,2,8,6,10,0.35520617883887406,2000-01-02
3,2,5,5,0,5,5,10,4,0.1521783813437818,2000-02-16
10,4,1,9,10,5,5,6,5,0.7689966154993267,2000-01-29
8,5,10,10,4,8,0,2,4,0.721219417499639,2000-02-04
7,10,5,0,4,8,5,2,5,0.7877453873707116,2000-02-10
1,5,2,10,10,0,4,2,10,0.5180890302575962,2000-02-18
0,6,1,7,9,8,6,1,6,0.13071695789549498,2000-01-21
4,10,0,0,7,10,3,9,2,0.23763491533989223,2000-01-18
5,7,7,9,6,3,7,5,5,0.7528834206818301,2000-01-17
0,10,6,1,9,6,5,6,5,0.42058751664021343,2000-01-20
5,10,7,10,3,4,2,4,6,0.5675589504958575,2000-01-31
10,6,4,4,0,2,7,9,0,0.6804967445215683,2000-01-18
5,9,5,9,10,8,2,8,10,0.033848546538501556,2000-02-06
4,4,0,4,5,3,0,4,4,0.2666919416933906,2000-02-11
9,1,7,4,4,9,1,6,0,0.8469644993858795,2000-01-08
5,1,4,5,1,2,9,3,1,0.7620238710926619,2000-01-25
8,1,7,4,1,7,6,5,9,0.31744321070622095,2000-02-11
4,5,6,5,7,4,6,6,1,0.1538737866879809,2000-01-05
1,0,6,8,0,1,0,5,0,0.1617166209691583,2000-01-13
10,0,3,7,9,9,0,6,6,0.8735378376730982,2000-01-27
2,8,0,8,10,1,1,9,8,0.4707835769422398,2000-02-01
7,2,6,1,0,10,1,9,8,0.20320666051195957,2000-01-03
6,5,8,2,1,7,2,5,9,0.9605623801425675,2000-01-17
4,8,6,7,9,10,0,0,2,0.8654436003583625,2000-02-09
7,4,9,1,3,3,0,8,5,0.3705380303419197,2000-01-20
4,3,1,4,9,1,5,0,1,0.9508973685936166,2000-02-12
2,6,0,5,8,5,0,9,8,0.5899096421209905,2000-01-30
5,5,6,10,7,10,3,5,9,0.09892963815033895,2000-01-21
0,3,4,9,4,2,1,3,5,0.6816082926446144,2000-01-28
4,9,1,8,4,0,9,5,8,0.6599664924587035,2000-02-14
0,7,6,1,6,6,9,8,6,0.2890880021896969,2000-01-12
5,4,3,3,4,9,3,9,10,0.8985005401726358,2000-01-02
0,2,0,6,3,9,9,2,1,0.2715403606705026,2000-01-17
4,0,1,1,4,7,6,10,8,0.9683106959831006,2000-02-09
4,4,10,9,6,5,6,3,0,0.2624191929524903,2000-01-04
3,9,9,5,6,0,3,10,5,0.27350124793911945,2000-01-18
5,6,8,2,8,3,7,6,9,0.0908045529931426,2000-01-20
2,0,2,3,7,2,1,1,0,0.5460392856894576,2000-02-05
9,7,4,10,2,9,0,2,3,0.3224278246502381,2000-02-14
8,9,6,9,7,3,6,6,7,0.5326575542557285,2000-01-25
6,3,2,2,0,10,10,10,5,0.4787224601847272,2000-01-02
6,6,5,2,7,7,5,10,4,0.6237741274935328,2000-02-14
9,9,8,2,3,10,5,8,1,0.6316050516491648,2000-01-25
10,10,7,6,10,8,2,3,10,0.40454407288581495,2000-01-21
3,5,10,8,2,3,8,2,7,0.8985023974561506,2000-01-31
1,3,9,10,3,2,2,3,10,0.4844389430102992,2000-01-25
2,2,1,8,4,2,4,0,4,0.10058677484624434,2000-02-08
5,1,2,2,10,10,5,3,2,0.6706265518334386,2000-02-13
6,8,1,9,5,9,0,3,7,0.30725725077792276,2000-01-23
9,6,8,6,1,2,3,1,6,0.6922728542806197,2000-02-16
0,7,9,9,1,0,9,2,8,0.8826352312757753,2000-02-01
2,3,1,7,5,10,4,6,2,0.7520337890293248,2000-01-08
10,1,8,4,5,9,7,3,2,0.17176170513572564,2000-01-21
8,5,5,3,3,9,9,6,10,0.8837889726640408,2000-01-03
2,5,0,10,9,0,5,0,2,0.6424082856306762,2000-02-05
8,2,9,3,5,7,0,2,8,0.469188089527275,2000-02-13
6,9,8,8,4,10,1,0,9,0.0676669295106308,2000-02-17
6,5,0,1,6,7,7,9,2,0.23796691242958634,2000-02-05
4,4,2,1,0,3,9,7,7,0.8325470824358024,2000-01-29
7,4,8,4,4,10,5,1,10,0.055631103254292436,2000-01-04
5,0,6,3,0,5,7,7,10,0.13299904078400604,2000-01-08
8,9,8,8,6,2,0,10,2,0.28362676665191433,2000-01-04
7,5,3,10,8,1,3,1,1,0.9193007787507558,2000-02-03
3,2,0,5,9,5,1,6,9,0.2864186919720204,2000-01-16
5,2,7,5,9,0,2,1,1,0.9379819578785716,2000-01-26
0,4,5,0,3,7,0,5,10,0.6827852102081027,2000-01-06
1,8,6,2,8,7,5,0,0,0.2933979748124219,2000-01-23
5,6,5,9,7,2,4,2,5,0.4249651439646861,2000-02-20
9,2,0,6,3,4,7,8,8,0.8523547742052043,2000-01-13
9,3,8,3,2,9,9,7,2,0.3818839585970685,2000-02-16
3,8,4,10,1,0,5,10,9,0.3754243220393475,2000-02-04
8,5,10,0,9,8,8,0,2,0.443259107873063,2000-02-16
9,3,5,5,6,7,5,10,3,0.23573536526783412,2000-02-14
7,10,10,5,6,7,9,9,0,0.718106774031431,2000-01-25
10,10,6,5,9,7,5,1,4,0.8415591091741443,2000-01-05
0,9,9,7,8,7,0,7,1,0.7419640106884994,2000-01-09
0,0,1,7,9,1,7,7,3,0.3274105155921332,2000-02-15
3,6,9,3,2,4,3,7,5,0.1543603200864203,2000-01-16
6,8,6,8,4,8,2,5,9,0.4761700288783607,2000-02-08
4,9,5,0,2,6,7,0,10,0.6618452359432252,2000-01-07
10,2,1,9,3,6,1,0,6,0.8303112577139943,2000-02-13
0,5,6,3,9,1,5,0,6,0.5491063143005656,2000-01-23
3,1,8,4,4,6,6,0,5,0.7080583510403882,2000-02-04
7,10,10,6,9,7,4,5,4,0.2817089452003344,2000-02-13
2,0,4,0,2,1,2,2,3,0.7450650971759674,2000-01-06
2,1,3,1,5,0,6,7,8,0.2577423332149059,2000-02-09
8,1,6,3,10,1,1,10,5,0.2591776915363583,2000-01-11
4,1,1,1,7,9,0,0,1,0.5553603956974889,2000-01-04
5,2,7,6,8,4,2,2,6,0.8089018332944179,2000-01-19
7,1,3,4,7,3,6,3,5,0.49535596139360083,2000-02-13
6,2,10,4,3,4,9,3,2,0.5659302003378959,2000-01-08
3,2,5,2,0,2,7,6,1,0.46509887313055676,2000-02-19
3,4,3,2,10,0,8,4,6,0.8685349229582531,2000-01-28
10,7,5,7,8,8,10,1,4,0.690375015249422,2000-01-13
8,1,9,2,4,3,10,5,2,0.3447415528879173,2000-01-06
10,0,6,10,0,10,2,4,2,0.18197537148495901,2000-01-05
6,9,10,5,4,3,6,0,7,0.04111835738755809,2000-02-14
4,1,3,10,9,2,3,7,2,0.9895902282860983,2000-01-05
10,0,2,6,0,8,9,5,9,0.6329902764664639,2000-02-03
5,9,3,10,0,2,5,0,0,0.14717269342194927,2000-01-05
3,10,3,8,1,3,5,10,8,0.387734511254352,2000-01-02
2,0,4,2,0,5,9,9,2,0.48861703511734256,2000-01-16
7,1,5,4,0,3,1,1,10,0.49162396739240866,2000-01-29
3,10,0,8,0,1,10,9,8,0.6055168252146522,2000-01-05
5,9,6,5,2,1,4,7,4,0.6157541879193635,2000-02-01
1,5,3,1,0,0,9,2,9,0.36991278742620526,2000-02-04
9,9,10,6,2,4,6,2,4,0.9251116126534613,2000-02-17
4,6,6,2,2,3,3,7,6,0.6281071734309458,2000-01-08
3,10,0,10,4,4,8,2,4,0.933773998469026,2000-01-28
8,9,10,9,1,3,8,6,2,0.6175350018534226,2000-02-01
6,1,10,4,3,10,6,0,2,0.19156872734403885,2000-02-18
8,9,5,6,8,6,0,7,3,0.5775261197376956,2000-02-06
2,4,3,0,0,9,5,3,7,0.9136076892070208,2000-01-12
10,2,3,10,1,10,8,5,8,0.5183557826632442,2000-01-25
0,5,9,7,2,7,0,3,6,0.05438464963799594,2000-01-28
6,9,7,8,6,10,0,6,8,0.23371445413667513,2000-02-07
10,2,8,6,4,9,8,0,8,0.17550429103268717,2000-01-20
8,4,5,4,6,0,6,4,7,0.8418633450378512,2000-02-05
7,4,5,1,0,1,8,4,0,0.6391405387827749,2000-02-01
8,1,5,8,9,10,2,1,10,0.26608256081739945,2000-02-09
4,8,3,8,6,2,9,4,9,0.8638435530359593,2000-01-10
1,2,2,10,4,9,5,9,9,0.003791657639689694,2000-02-04
1,0,2,9,1,10,6,3,2,0.5712756597747456,2000-01-21
4,3,1,0,3,2,4,2,8,0.4891137832818916,2000-01-23
6,5,7,4,5,8,0,1,5,0.10205223789058748,2000-02-09
3,3,4,2,3,8,5,7,10,0.6015326789743473,2000-02-02
7,5,7,4,3,2,2,0,3,0.7486590816461104,2000-02-19
5,10,6,2,3,10,1,10,9,0.26262069681584554,2000-01-26
4,1,6,2,7,10,0,0,6,0.5657285582589947,2000-02-04
2,8,6,4,1,6,0,9,1,0.5032478061978499,2000-02-09
1,10,8,9,4,3,3,2,7,0.46791031929341687,2000-01-02
0,9,10,1,4,5,5,7,3,0.758394705216891,2000-02-06
8,10,8,6,7,5,8,10,9,0.35209825338453626,2000-01-18
9,10,5,10,9,2,6,10,2,0.5729957855723798,2000-01-08
1,3,4,2,4,8,2,9,10,0.5323534448967904,2000-02-01
6,8,1,4,0,2,9,5,5,0.025332449437707405,2000-02-04
6,7,6,7,0,10,5,4,1,0.9223854738194294,2000-02-12
6,4,9,2,1,3,6,9,4,0.07491337773181139,2000-01-08
5,10,1,5,6,1,0,9,7,0.13753745474159507,2000-02-10
2,0,0,0,8,5,5,7,8,0.762283567707756,2000-02-15
0,2,4,4,5,2,5,8,2,0.28588825561029263,2000-02-15
5,2,4,10,9,6,1,1,2,0.7352352412540638,2000-01-21
3,1,6,10,5,9,3,9,10,0.9940666921311101,2000-01-12
2,7,0,6,5,1,6,8,3,0.9151355472879895,2000-01-22
5,10,9,6,3,9,4,3,6,0.5393353339458079,2000-02-17
2,3,4,7,0,0,4,8,5,0.2819874328543944,2000-01-19
7,9,8,6,5,7,4,10,8,0.6372712029164758,2000-01-23
3,1,5,3,7,1,4,5,3,0.5824060606147075,2000-01-28
3,5,1,2,8,5,1,7,0,0.8574626301193261,2000-01-20
8,4,10,2,10,3,1,3,9,0.3788255441342284,2000-01-27
0,9,5,7,5,3,6,8,6,0.2593896928326408,2000-01-20
6,4,7,6,4,6,5,4,0,0.9622527078657194,2000-02-16
8,6,8,0,9,1,8,10,5,0.8798899371079643,2000-01-19
5,8,5,9,6,3,0,10,6,0.33736794719164576,2000-01-10
9,0,7,1,7,1,6,8,8,0.9084748631058035,2000-01-04
8,4,6,1,2,0,0,2,9,0.25900244041043474,2000-01-17
8,2,7,4,2,4,10,5,8,0.9814447696858423,2000-02-14
5,8,10,0,3,2,0,5,3,0.4394819909050287,2000-01-02
6,2,2,6,7,3,0,4,0,0.8495551093654835,2000-01-08
9,10,2,3,4,7,1,0,6,0.8961983873317811,2000-02-19
10,4,10,0,4,4,7,1,4,0.6217431903596297,2000-02-20
9,1,10,1,0,8,5,8,1,0.32226522784921086,2000-01-20
7,1,4,9,10,9,10,5,1,0.31050875901506014,2000-01-12
9,1,10,3,4,8,8,5,1,0.16880140392359577,2000-01-19
4,8,6,6,5,8,10,1,1,0.23465881060349936,2000-01-01
3,7,4,7,0,6,3,0,4,0.2541228092945189,2000-02-01
3,1,7,4,2,10,6,2,2,0.5027511341809762,2000-01-10
1,0,7,10,8,9,1,3,7,0.48805912541144236,2000-01-11
9,5,7,10,9,8,7,1,4,0.8659230296937076,2000-01-28
0,9,3,7,7,4,7,5,9,0.36493750813392345,2000-01-23
9,0,9,4,1,10,2,5,10,0.4055668857039185,2000-02-13
0,0,9,0,10,2,4,6,8,0.3448517437982076,2000-01-10
10,9,8,9,3,5,4,8,9,0.5726962213780469,2000-01-19
0,3,5,6,4,0,7,6,9,0.8364960992619134,2000-01-11
10,8,6,0,8,3,10,4,3,0.3815400841928126,2000-01-30
8,0,6,3,0,8,5,2,0,0.2575291721164482,2000-01-01
8,2,4,4,1,4,5,3,2,0.014439683690018579,2000-02-05
5,9,4,1,9,0,9,1,4,0.9581260735362381,2000-01-17
5,6,1,8,8,5,7,8,8,0.14941396961559605,2000-02-07
4,10,6,10,8,3,7,0,6,0.3528167412480382,2000-01-29
8,7,3,10,0,6,8,1,6,0.50831946540771,2000-02-13
1,7,10,10,8,5,3,10,1,0.08201171894692116,2000-01-20
9,5,7,7,5,3,3,0,2,0.6036179011845885,2000-01-10
1,8,3,6,4,6,2,3,2,0.21493653514370492,2000-01-10
9,3,5,5,5,8,5,1,4,0.03899555913653552,2000-01-31
5,2,3,3,2,7,4,2,9,0.37963117108776556,2000-01-20
1,8,10,10,0,7,1,5,4,0.6650991219941602,2000-01-05
0,9,3,9,3,1,4,2,2,0.8290506411003148,2000-01-29
10,1,0,7,6,0,8,4,9,0.8777621718935237,2000-02-18
6,1,9,0,5,7,0,5,2,0.5531452822815239,2000-01-18
10,2,8,10,2,9,9,7,2,0.7021809030911252,2000-02-09
9,2,8,8,0,4,6,1,8,0.8426296037290446,2000-01-05
2,4,0,0,8,9,7,5,8,0.7599265425308008,2000-02-20
10,3,6,6,4,1,5,5,7,0.31744414131087206,2000-01-18
1,7,5,5,5,3,7,7,4,0.037682128697224315,2000-02-07
8,1,0,9,0,4,5,3,7,0.17048891783174025,2000-01-04
6,0,8,6,3,4,10,3,10,0.9139354697006712,2000-02-02
5,7,0,0,3,7,1,9,7,0.952640238404701,2000-01-16
0,6,4,10,0,10,4,2,7,0.20744225164974284,2000-01-04
7,9,2,4,6,2,5,2,10,0.7536119084139385,2000-02-01
7,7,10,10,5,4,2,9,2,0.7078147062101767,2000-01-23
10,3,5,3,8,3,2,2,8,0.9971973708767755,2000-01-31
5,8,5,0,0,8,7,1,0,0.6128795939338625,2000-01-07
6,9,9,6,2,0,1,7,9,0.7385915827955574,2000-02-14
5,7,4,7,1,8,3,6,1,0.8833623823326832,2000-01-06
5,9,5,10,3,2,10,5,6,0.39878487610785096,2000-01-13
2,10,3,10,4,1,1,5,6,0.6026418931482265,2000-01-15
1,7,3,6,5,9,2,4,3,0.11784775527796287,2000-01-29
3,6,6,0,8,2,5,8,6,0.5029027417991008,2000-02-07
10,6,10,5,2,0,7,10,3,0.7389219636837613,2000-02-20
10,2,10,1,3,0,10,8,8,0.35117372132271807,2000-02-17
10,6,0,2,2,2,3,1,8,0.9913741487906994,2000-02-06
7,3,7,3,10,10,0,5,5,0.27925117766531105,2000-01-14
1,5,5,1,4,0,1,6,7,0.21830215993093516,2000-01-09
5,6,5,10,4,10,7,0,1,0.7613105853052733,2000-01-11
3,7,7,7,0,9,4,1,3,0.7178431719430971,2000-02-06
5,10,7,0,9,6,0,1,2,0.22251368277065398,2000-01-25
3,3,4,4,7,9,0,6,5,0.6508849271176682,2000-01-11
6,9,7,6,7,9,7,5,0,0.5436726272963611,2000-02-08
5,8,6,8,3,1,5,7,6,0.5867593527811165,2000-02-06
8,7,7,2,5,5,10,8,10,0.35188985390153904,2000-02-12
10,4,2,8,6,4,9,2,3,0.7287878592070731,2000-01-22
5,6,6,2,3,1,1,7,1,0.819292096683709,2000-02-16
3,1,8,0,5,8,6,0,3,0.8804915443242317,2000-01-14
4,3,6,1,4,10,5,2,10,0.2522298923672682,2000-02-02
10,5,9,7,0,5,10,1,2,0.21850219990892228,2000-02-08
9,5,8,3,6,7,1,6,0,0.26099285866948274,2000-01-03
0,5,8,8,8,2,8,6,1,0.036513154485132926,2000-01-19
3,5,3,2,0,10,7,7,5,0.011846327392203482,2000-01-02
3,5,1,6,5,4,1,8,10,0.7246471294000456,2000-01-20
10,8,5,6,0,6,6,10,1,0.5160628272364031,2000-01-25
2,3,8,5,3,5,8,4,4,0.3221473010671534,2000-01-24
6,4,1,9,2,0,8,4,2,0.13315763670625547,2000-02-05
10,2,8,5,5,0,6,6,10,0.4030607765920867,2000-02-16
7,3,10,7,9,8,3,8,5,0.40454048618465255,2000-01-25
7,10,6,10,6,2,0,3,4,0.43544233817316347,2000-02-05
6,3,7,0,3,4,4,0,6,0.6384899114766294,2000-01-03
3,3,5,0,0,7,6,3,9,0.6058150308049246,2000-01-02
1,3,4,6,7,3,2,0,9,0.3314693546734445,2000-01-25
1,7,5,6,4,6,8,3,0,0.1543543369172765,2000-01-03
5,5,5,3,3,1,8,9,7,0.5517005549307304,2000-02-13
7,2,9,2,7,4,5,9,2,0.6983661862692718,2000-01-07
8,10,10,6,8,4,2,3,4,0.8233366583789399,2000-02-19
8,0,9,0,2,1,1,3,1,0.3381224612633108,2000-02-19
8,1,10,1,10,0,5,1,3,0.5449844701770087,2000-02-09
6,1,3,0,2,4,9,8,6,0.7408554680874756,2000-02-14
9,5,7,5,0,1,4,3,5,0.474346280506026,2000-02-16
7,4,5,3,3,3,3,8,9,0.7860303417363282,2000-01-21
5,5,8,8,9,10,9,2,0,0.5548710584369334,2000-01-27
8,7,0,2,10,4,5,4,10,0.903999659909744,2000-02-01
7,1,7,5,4,3,2,9,3,0.869168449675779,2000-02-17
5,2,6,1,4,6,3,7,3,0.41556023366124895,2000-01-23
9,6,10,4,4,6,4,5,1,0.4096677913429726,2000-01-26
3,3,0,0,1,10,1,10,10,0.5606433510219454,2000-01-17
2,10,9,2,0,8,3,5,2,0.5409409064423649,2000-02-15
7,3,9,6,8,2,6,9,3,0.991560961312034,2000-01-12
3,8,4,9,8,8,6,0,10,0.5945464566444573,2000-02-15
9,8,6,0,2,9,2,8,9,0.9494903096314535,2000-02-05
9,5,2,6,8,7,2,7,10,0.6622440550457186,2000-01-04
9,7,10,4,10,0,2,4,4,0.8653797972311501,2000-01-19
6,7,10,10,4,7,1,8,3,0.41777490735274914,2000-01-10
1,10,2,10,5,3,3,2,5,0.7449334692659897,2000-02-09
6,7,1,9,5,3,1,8,9,0.5939537963393331,2000-02-17
7,9,1,4,2,8,5,2,4,0.928331046323737,2000-01-29
8,8,2,1,10,6,3,10,9,0.3754923576340221,2000-01-15
9,3,1,6,4,0,0,9,5,0.5277536086800413,2000-02-11
4,1,2,1,9,8,5,5,1,0.5943414639764549,2000-01-05
4,6,1,10,4,2,2,0,2,0.2358989328442581,2000-01-27
6,0,0,9,9,3,10,1,5,0.3025319538260731,2000-01-26
2,2,0,3,0,7,2,8,6,0.7473259745738665,2000-02-13
5,6,9,5,3,8,6,7,5,0.03704080962887801,2000-01-06
0,3,6,6,10,9,1,5,3,0.9189490812383071,2000-01-16
4,6,0,7,9,4,5,8,2,0.5540332537712644,2000-01-02
3,0,7,2,6,10,5,6,10,0.21217311527947103,2000-01-23
5,5,10,3,8,0,7,8,2,0.36403548754463644,2000-01-12
9,1,7,2,4,8,7,3,4,0.0038453045545594478,2000-02-04
7,9,6,7,2,2,8,7,1,0.3505891855557779,2000-02-16
3,3,10,9,10,5,0,0,1,0.7391209874137904,2000-02-16
10,6,10,3,2,8,7,8,8,0.6153042682421814,2000-01-08
7,9,4,3,8,0,7,10,8,0.21408522166471022,2000-01-08
0,4,0,7,0,0,2,3,8,0.08491791818438599,2000-01-03
0,0,10,10,3,10,1,10,4,0.7290728225880904,2000-01-27
1,7,2,6,7,7,5,0,5,0.49987037558021763,2000-01-11
7,3,3,6,4,4,7,9,7,0.8600111421545394,2000-02-06
7,0,10,3,3,10,10,8,4,0.6707763088724873,2000-02-09
8,8,10,5,3,9,9,10,7,0.4375710364962805,2000-02-20
2,5,4,5,10,7,1,10,1,0.17510055389695134,2000-02-10
9,6,6,10,5,1,2,0,10,0.25500026317058655,2000-01-21
10,8,7,5,5,2,1,5,2,0.8368847538375553,2000-01-01
2,6,3,7,1,5,6,8,6,0.4996477840797262,2000-02-20
8,9,8,9,9,3,1,4,6,0.3884750391999773,2000-02-20
7,6,8,10,2,6,6,1,10,0.9113553503386232,2000-01-29
8,10,8,5,1,1,6,2,8,0.732446234414371,2000-01-03
9,4,4,6,2,1,3,8,2,0.9704947865766833,2000-01-04
6,0,6,5,6,0,10,5,4,0.32656219740965,2000-01-25
8,6,1,4,7,4,8,9,1,0.508116155707023,2000-01-28
0,10,3,7,9,1,5,6,10,0.8070072922043959,2000-02-02
7,6,6,7,5,5,1,0,4,0.2294648280020427,2000-01-02
5,9,10,2,0,4,4,7,2,0.9575414022190135,2000-02-18
10,2,3,9,5,2,6,0,7,0.2978297490876126,2000-01-28
4,1,4,5,2,2,5,6,8,0.060701771685989225,2000-01-23
0,5,2,6,10,1,10,1,5,0.5245733518311971,2000-01-19
2,2,6,8,1,0,4,0,10,0.010433719810265862,2000-01-20
2,1,0,1,7,10,3,8,7,0.5701809609905585,2000-01-30
9,9,9,5,9,1,5,0,10,0.42165273162936423,2000-01-20
2,9,5,10,3,6,9,2,3,0.22327147227064625,2000-02-06
8,7,8,8,9,1,0,3,8,0.946634824760797,2000-01-14
9,0,3,7,3,9,8,10,6,0.6118662348075449,2000-02-09
10,0,7,4,2,6,4,3,1,0.5258756788948621,2000-01-07
1,4,10,7,8,8,10,6,1,0.5937073213186526,2000-02-03
4,7,6,2,6,8,1,5,1,0.5796476070506412,2000-01-10
10,6,7,5,5,5,4,4,7,0.07402497004210573,2000-02-03
4,1,0,8,4,3,10,3,10,0.9175680775229352,2000-02-08
10,7,7,9,8,5,7,5,7,0.5803757954522331,2000-02-17
4,5,3,1,3,8,2,0,9,0.29534385931026563,2000-01-07
9,3,6,10,7,1,6,1,9,0.09773510527569518,2000-02-07
7,7,6,3,0,3,3,4,9,0.5317428085116961,2000-01-24
6,4,10,3,2,0,7,9,6,0.3116925068846119,2000-02-20
7,2,10,5,6,5,1,7,5,0.2659548336826859,2000-02-16
4,5,5,3,0,10,5,9,3,0.8525453250974584,2000-02-04
10,3,8,5,1,9,7,3,3,0.5447479193300047,2000-01-13
6,3,6,1,5,3,8,2,3,0.6358654059602137,2000-01-03
6,5,5,3,10,4,0,7,2,0.971900427945527,2000-01-06
0,8,5,10,5,2,4,7,6,0.0931146373874907,2000-01-08
9,9,6,9,6,7,6,4,2,0.10768049061557294,2000-02-10
